text,label
LEROY MERLIN Commande Internet est un... - LEROY MERLIN Commande Internet est un carnage...,1
I ordered 2 items on their website... - Next time I'll go directly to the store!,1
"3 months ago I bought a toy for my son's birthday from Auchan.fr. The price was attractive, since shipping costs were lower than on other sites. Had I known...",1
EVITER D'ACHETER UNE BATTERIE CHEZ NORAUTO - See you soon.,1
"Finally, I rate your after-sales service with two stars: for the person who brought me the equipment from the warehouse and for the person who gave me the dump truck.",0
Shopping site - Avoid ordering from Auchan.fr!!!They have no respect for the customer!,0
Flee the online sales platform - Don't play Russian roulette when ordering from auchan.fr,1
No news from my order of 9/11 - 16 hameau de la source,1
"Norauto Marsac sur l'Isle - Run away from Noratuto/Feu vert, same fight, thieves, who even break parts to make repairs.",0
Order not honored - Organized theft scam,0
"So today we have a pool, in water, but with a filtration system that does not correspond to the model delivered.",1
in short: it's a shame I had no order follow-up ... no call ... NOTHING! NOTHING! it has become deplorable the SC,0
"Great service been here many times , this is the place to go i highly recommended ohh yeahhh!!!!",2
"It's a disgrace!!! (Auchan Cambrai) I opened and ate some salmon on the 11th, it wasn't beautiful anymore and I had to throw most of it away... even though the expiration date was the 16th. In the end, food poisoning, thank you very much...",0
"1) At Leroy Merlin Vitry-sur-Seine: They gave me the discount coupons in photocopy format that are not accepted in any other store, and it's still the big discounts eg. -15%.",0
"Back to the Aubagne center at the workshop, received by the manager, who barely apologizes, saying that it's a young guy who made a mistake.",2
I go there every week,1
"I bought a shower screen and took the installation proposed by Leroy Merlin. The result is approximate: the shower door seal doesn't close all the way to the top (the door isn't straight), there's a seal missing from the door and the screw covers aren't in place everywhere. I would not recommend this service at all for the price and I am disappointed with the service offered by Leroy Merlin.",0
"Staff very unwelcoming, they are not even able to say hello.",0
leroy merlin morschwiller le bas and their subcontractor kbane to be avoided absolutely -,0
In Brest - Visit October,1
"Following an order at leroy merlin Valenciennes, a failure of their site makes that 2 orders were carried out... A refund of 228 €, is indicated to me on April 04.",0
Very very bad experience the after sales service of Auchan.fr are incompetent liars. I advise nobody to buy from lectromenager telephone télé.... of the null zeros.,0
"Unos timadores, compre un producto , me lo enviaron incompleto y reclamé. Pues no me solucionaron nada, ni llamando, ni por correo ni nada. Se quedaron con mi dinero y yo con un parasol incompleto",0
honest! - shameful!,0
Decathlon lost our order for 450 euros and the customer service is more than mediocre nobody is able to tell us where our order is nobody does anything but the 450 € were debited from my account. It's been lost for 10 days,0
"Pretty standard for a French retailer, delivered on time. Awful packaging and the icing on the cake all the seals on the products purchased had been broken. I have zero trust in a company that delivers products like this.",0
"To our great surprise, the salesman T. from Niort told us that composite is a wood that needs to be treated every 1 to 2 years.",2
My previous review of June 6 mentioned a lack of information or incorrect information on package tracking and delivery date.,0
"I recently lost my wallet with, in addition to my papers, two Decathlon gift cards worth a total of 70 euros .",0
"Instalación chapuza, no se presentó el instalador el día acordado. La obra prevista para dos días, está durando 5.",1
"I strongly advise against this site that walks you around and does nothing to solve your problem one star is too much!!!""",0
Super,2
a scooter...without service - She hangs up on me,0
"Disappointing - Auchan epagny's customer service is disappointing, bordering on a scam.",0
CANAPé MACHA - Then we continue to refuse the gift card and ask to exercise our right of withdrawal and therefore to refund us.,0
Not bad,2
NORAUTO Nice. Very very satisfied - From escros,2
UNACCEPTABLE - 3 months waiting and no awning!,0
Incompetent customer service - Even less choice please!,0
si sabes a lo que vas en tienda... - Good overall...,2
"""Cagnotage refused following """"bug informatique"""""" - good morning""",0
"Very dissatisfied - I asked for contact, communication, listening, I got nothing.",0
"Hice esa compra tan grande a Leroy Merlín esperando respaldo al ser una empresa grande. Cuál ha sido mi sorpresa, de que el servicio postventa no parece responder correctamente.",0
Reforma de la cocina - LM makes us pay for its mismanagement and degrades the loyalty card.,0
No se hacen cargo de un trabajo mal hecho - Hello,1
"If this is not the case, it's because the supplier himself operates without stock and recommends and so on.",0
Hi paack /Decathlon has just said they have attempted to deliver st 6.47 a complete a lie I have CCTV of the road this is the second time its absolutely unacceptable the lies to cover incompetents,0
inflates prices during sales and promotions.!!!!! - We ordered a TV from auchan.fr to be delivered to our store by December 16.,1
"But... no news for a week, I call the first time: first I'm told about a handrail procedure that I'd been sent (for whom? For what? Mystery and gumdrops...). Then I'm told that the order has been cancelled by the credit organization... ah? However, on the account of the said organizer, the first debit has been made and no information whatsoever on this cancellation.",0
PESIMA PROFESIONALIDAD Y EDUCACION. - Tutto questo saputo dopo infinite attese al servizio clienti ...,1
"acquisto pannelli di legno, veramente disgustata - This is a ready-to-install air conditioner.",0
NO DELIVERY OR REFUND - Planned purchase of a lawnmower (rioby 2*18V_419€) at Cholet sign.,1
"Order on the shelf, supposedly delivered within 72 hours, what a joke! it'll be 15 days on Monday...I went to the store and was told at reception that the order had been dispatched, not even a refund offered """"we'll send you an email"""" oh well...it'll be the last time I'm at decath that's for sure"""".",0
"Each interlocutor has a different version, a different deadline. I asked for a manager several times but no one got back to me, every day I was asked to wait until their supplier replied but to no avail...",0
"I decide to go to the counter, well yes you still have to go through the counter ???? Where does it say that?",1
"Very attractive shelves.... but when you need information on a product (for example, panelling and towel rails), there's no one there.",1
I am waiting for an answer and especially why auchan does not consult their supplier.,0
El pago de la reforma se hizo el 11/11 y decía el asesor que tardaba una semana en llegar el material seguido se podría hacer la reforma ya que lo hacían en 2-3 días ya que era una obra sencilla (bañera por plato y azulejar hasta arriba con mampara ),0
Atencion al cliente pesimo - once for each account registered with the program (the,1
Sono stato al reparto reso merci ho trovato una resonsabile (Giovanna) ad altissimo livello disponibile e cordiale mi ha risolto un problema con delle porte ha perso tanto tempo per aiutarmi a risolvere il mio problema complimenti grazie da Mordi e fuggi Pompei.,2
Ras,1
No recomiendo comprar online - FUYEZ!!!!!!!!!!,1
good surprise - it's April 27 and it's a real misery.,0
"I bought an electric bike for 2195€ - and as I thought, it came with a 2-year warranty.",1
"""I put my bike to repair derailleur change + overhaul in March. First released last weekend April 29th. From the first gear change on the big chainring, my chain jumps. At first I tried to change gears, Impossible to change gears on the big chainring. I stayed the whole ride on the big plateau. I am disappointed with the result""",0
HONEST - I'm so angry!!!,0
I don't recommend it. Ordered a set of 4 chairs on 9/3 for a reception on 18/03 max. It's now 06/04. And when I call I'm told it was out of stock 03/04 and still nothing!!!,0
Merchant circuit not clear and the marking of the aisles is sketchy. So hard to go straight to the point without making the weathervane. Otherwise the sellers that I have come across are good advice.,0
Lack of sales training - NO CONSIDERATION ABSOLUTELY TO GO!!!,0
Mio marito ed io siamo stati presso la... - Response to LM's reply:,1
"Pedimos 2 sillas y 2 taburetes, nos dicen que en 15 días estaban, pero que de todas formas nos llamarían cuando estuvieran , a los 25 días llamé a ver qué pasaba y su respuesta fue que se habían equivocado al pedirlos, después de muchas llamadas y más de 45 días después, llegaron. No te fíes de las fechas que te dicen , no dicen la verdad. Si no te lo puedes llevar al momento, yo N compraría nada en esta tienda",0
Scammers - We leave them our vehicle and they try to charge you as much as possible!,0
Leroy Merlin website of unprecedented nullity bugs on bugs STOP ordering on the internet if you are unable to manage your site.,0
The parcel arrived with its original packaging completely blown up! No over-wrapping. Roughly resealed by La Poste! The polystyrene protections inside were broken!,0
ordered since february 7th... - DROPSHIPPING AND SCAM SITE,0
"Materiales malos a precios muy caros. - En resumen, materiales malos a precios muy caros.",1
"At what point, when an item is presented at a price, do we have to pay €100 more because the person in charge of this department doesn't check his prices?",0
Null customer experience after purchase on... - No hagan compras de valor en esta tienda. Es un consejo,0
"Null, to be avoided - a ESCUCHARME.",0
"Today,the only return,is that in June(have you seen the weather this year at this time!)is that the supplier invites us to run our insurance ,y pass in natural disaster because the sun is beating on it!",0
"Finished! I will no longer buy decathlon products, the quality is no longer there and above all decathlon supports hunting🤮",0
Waste - The saleswoman was so unpleasant that I left without buying anything and went to another DIY store.,0
"valise brand... Murano Garentie 2 years old - everything is very cheap, greasy, chemical taste, and...",0
I brought my car two... - The vehicle was picked up at 11:30 pffffff,0
"2 months ago, I ordered a... - In December, I requested a warranty for this item.",1
Decathlon can take online orders but cannot deliver or sell and you have to write wrong for a refund.,0
Hello a month and a half ago we ordered on the site and not yet received. We call auchan and they say they deliver. In any case not at home. What can I do?,0
"Catastrophic delivery service, 3 different deliverymen for 5 unfortunate little packages, the.planet really doesn't say thank you!!!! 😡",0
Super pedestrian who adapts very easily to the needs of his customers and who is always reactive in the event of a problem! The service is great,2
Incompetence and dishonesty - Contacted after-sales service who told me to contact the manufacturer.,0
"Nefasto. Como dicen el resto de opiniones, en mi caso no les recomiendo para nada este servicio online. El estado del pedido es un misterio, nadie sabe dónde está mi porque se retrasa. Una vergüenza de servicio.",0
3 sofas ordered - Scam,0
Defects and bad surprises from A to Z!!! - Lead time: 3 weeks.,0
They also say that the products were tested in many environments but I can tell that it was not tested in the above mentioned environment for sure,1
"Aggressiveness of certain employees, moreover it does not warn that their bread is of the day before, the least of the things is to notify it in the ray.",2
"Hello, Friday morning I went to auchan Aubagne and I was very surprised to see a lot of empty or half-filled shelves. I asked 2 different employees for information and each time the answer was ""LACK OF STAFF"". Furthermore, I find the prices of the vegetables to be high. Finally, the catalog advertises promotions that are not present in the store.""",0
The supplier says there's an assembly error Auchan doesn't give a damn when the bed is guaranteed for 2 years and is well assembled why 6 months later would it be badly assembled?,0
date of delivery not respected at... - Not serious at all .To be avoided,0
Venden producto inexistente - Carte Leroy Merlin,1
Scandalous - Untrained consultants. Or trained to run away from customers...,0
"Waiting for a parcel of 185 euros since April 11, 2020, """"in preparation"""" I only call the after-sales service but no progress, I asked for a refund but since no news. I am very disappointed and very angry, I advise you NOT TO ORDER VIA THE AUCHAN SITE.""",0
"Order placed, validated very quickly. Quick debit of the amount (obviously), and then... Call just before store pickup: """"We don't have the products, it must be an error on the national website..........."""", but """"you need to check directly with the site to see if they have any left, or ask for a cancellation"""" !!!!!""",0
"Superb welcome! Listening, and perfect deliveroo service 👍",2
A dia de hoy estoy a la espera desde el mes de abril que empece con esta andadura a que me entreguen las dos mesas para ver si acabo con esta debacle.,0
"Before considering a serious kitchen project, I invite you to consult a kitchen designer... a real one! After all, it took 7 months for our kitchen to come to fruition, with a ridiculous amount of compensation... take it or leave it!",0
Desastre de entrega - Always been made to feel welcome in their store.,2
"Violeta excelente comercial y servicial - In addition to their professionalism, we had a warm welcome",2
Delivery warning - I ordered a polycarbonate plate from Leroy Merlin.fr,1
Ethusiastic and competent salesman who... - A BIENTOT,2
"The customer service people are trained to make you wait and apologize and ""understand"" your dissatisfaction, but do nothing more. The problem lies elsewhere...""",0
FORCED SALES - Doesn't offer any solutions.,0
I was told that it was normal with an unpleasant tone and the person no longer took care of me.,0
Auchan louvroil: the gardening department manager didn't come to answer questions about an arbour and didn't try to find me a solution that wasn't very commercial. So I'm going to look elsewhere,0
"Before that they had refused to change my oil because there was a small oil leak and they didn't want to look to see where it was coming from, I would have had to go to Renault.",0
"Package supposed to arrive at AUCHAN30 av michel Bizot arrived in the 15th at the other end of PARIS.du grand n'importe quoi ,une honte de bordel logistique",0
"Brava Angela - Sono stata servita da Angela, reparto tende.  Consigliatissima: molto gentile ed esperta!",2
I've had different answers which are incomprehensible and unacceptable to me,0
"the symptom: Lawnmower bought in December 2021, started up this summer, used 5-6 times then, when the lawnmower runs, it loses a lot of oil through the air filter.",0
LEROY MERLIN SPECULES WITH THE MONEY OF THE INTERNAUTES - Never again in my life I will order on this site.,0
Of course it's not expensive but for children I don't trust this country which lies shamelessly on many subjects.,0
a disaster - I placed an order for home delivery on the 25th May.,0
never answer the call nor the... - 4 times I have problems with norauto Englos... it's too much!!!,0
"2 years ago I bought some doors from Leroy Merlin, taking care to make sure that this model was being followed (evolving building site) which was confirmed to me. I would now like to complete my order. Response from Leroy Merlin: we no longer make this product.""",0
RAS,1
Satisfied - Perfect,2
"Fatal, no vuelvo a comprar en Leroy Merlin on line. Màs de un mes si recibir mi pedido y cuando contacto con ellos me dicen que no saben cuando lo recibiré",0
"Very poor after-sales service !!!! - Friendliness far, far below what you'd expect from a service provider.",0
"I highly recommend this jewelry store! I was looking for a gift for my girlfriend and I was able to find it easily thanks to the advice of the sellers who were very professional and attentive. They also offer a wide range of jewels with varied prices, everyone can find their way around.",2
"Roofing deplorable - Same scenario,the 23rd ect....",0
Internet purchase process... - Internet purchase process totally unacceptable.,0
"I placed my order on the internet but I have to wait for the store where the panel came from to call me, what year is this? !!!!",0
When you order - INAMISSIBLE!,2
El leroy Merlín de Toledo es pésimo. - I'm sure they've just lost another customer.,0
Hice una compra de 2 productos con instalación y tras mucho tiempo he tenido que cancelar todo y perder mucho tiempo.,1
"I went there to return the package! Really not friendly welcome, and offers to sell you scotch to repack your package, which according to the internet it's up to them to do it!!!! I do not recommend this Relay point!",0
Llevaba un mes y medio esperando una... - Pésima gestión!!!,1
"Enough parking spaces, easy to get to with a child, elevator, plenty of shopping carts and a very big store.",2
Compre el Leroymerlin un armario de... - Volveremos.Gracias.20,1
"Marylin, Soisy sous Montmorency - Hello",1
"Parking is provided in the levels underneath the store at no charge. Electronic ramps up and down make it easy to transport, with carts also available. Tokens for the carts are in a table just inside the entrance, or a euro coin works. The store is spacious and staff are happily available to assist. Quite a wide variety though not everything is possible to display. Brochures of paint colours are there with tabs showing additional options, for instance.",2
"La tienda no asume ninguna responsabilidad por vender dos aparatos en mal estado a un mismo cliente, ni por el coste que esto me ha supuesto",0
Very good for everything related to sports equipments.,2
Flee - So Norauto Torcy is to be avoided at all costs!,0
La empresa que monta los cuartos de baño rulabe reformas s.l.u no tienen contrato los trabajadores y no les pagan en montigala Badalona,0
"""Great garage at fair price. Plus point with the sofa and camera part that allows us to observe the technicians and our car. Too bad you always have to make an appointment even to change a bulb...""",2
à fuire - Online purchase and click and collect.,1
"Antonella è una persona gentilissima, disponibile che mette a suo agio il cliente e trova la soluzione che piu' si adatta alle sue esigenze.",2
"Avoid - But if you need a service or information, then it's best to run away before wasting your time for nothing.",0
Ras,1
No one on Messenger - I bought a bicycle pump but got the wrong model (mountain bike instead of classic bike).,0
"At my request, the cashier is unable to give the center's hourly labor rate which, LEGALLY, should be displayed.",0
Slip - Without any shock,1
Servizio a dir poco Scarso - Hello,1
"Bof ! - €19,95 voor de brandstoffilter, lijkt me zeer redelijk.",1
"customer service nil nil nil - customer service nil nil nil, don't know the products and won't exchange defective products...",0
"""I can't find the words to express my... - Un """"cliente satisfecho"""" es la """"mejor publicidad""""""",1
Overall good - It's a pain in the ass .,1
"""Practical commerce or the gray-haired cashier with glasses has an attitude, a detestable behavior! In business, the least you can do is friendliness! However, the rest of the employees are pleasant.""",0
"Order placed June 10 with delivery June 24. Since then, various emails, maybe five or six, telling us that the order was out of stock, so delivery finally in mid-August. Different discourse from customer service frankly, stock restocked and then finally no, a disaster we will not recommend on this site. We cancelled the order as the product was never delivered.",0
A website to flee from no customer service no response order canceled without refund C is unacceptable.,0
Order No. 575661 placed on 06/26/2018 - But they will call me back I don't need to worry.,1
Order made via website - It's just not possible!,0
"Despues de ver los comentarios me asuste, yo hice una compra el dia 24, tenia que llegar el 4 de mayo y mi sorpresa es que a llegado hoy dia 29, 5 dias antes, el repartidor a llamado antes de la entrega, super bien, contenta, volvere a comprar.",2
"""A very practical Auchan Pedestrian for the neighborhood, the staff is friendly and the Mondial Relay service is a plus. However, the prices are certainly expensive in store (let's take it as a convenience store) but the withdrawal service is also much more expensive than the My Auchan in Wazemmes located a short kilometer away (more than 10% difference on a basket identical). Damage...""",1
FLEE !!!!! - I've taken my case to the tribunal for problems with the shutter supply and installation.,0
"""La cuestion en sí - Les trois messages envoyés au """"service"""" communication du magasin d'ARRAS n'ont eu plus de succès !!!""",2
Postage : Scam - Sav Leroy Merlin is mediocre,0
Que pena que no se pueda punturl con un... - A treat ...,2
"Finally, I'm calling for a boycott of the other companies that remain in Russia and are just discovering the totalitarian regime, hooo I didn't know !!!! We're being laughed at !!!!",0
"Appointment for my tires taken in charge fast and fast assembly, correct tariffs and good tires (Goodyear) promo on the site of Goodyear refunding 30€.",2
"June 2018 :for no reason ,a huge commotion and here we are with a door cracked from the inside but not from the outside!(We were outside!).",0
"""I have visited here (Leroy Merlin Buchelay ) and I bought some building materials nice setting for all materials. The workers have good attitude. Thanks for good services.""",2
Leroy Merlin in Greece is one of the shops I would never buy stuff again and recommend other customers to never go there.,0
Excellent,2
"Again, I comply and they ask me to call Engie Homme Service in order to establish a Diagnosis.",1
I strongly advise against this - I bought a TV in the store and after 2 months it doesn't work anymore.,0
"Ero convinto che fosse una ditta seria - Me llaman, y fueron a mi ANTIGIUO domicilio, a 25 calles.",1
"Need to share my dismay, my distress because the amount is substantial for a single woman with a young child.",0
It's dishonest of them because we can understand that it's complicated at the moment but in this case they do not offer a delivery charged 69 euros !!!!,0
Very bad 4 weeks I'm waiting for my quote after several reminders and request for refund but 45€ + 9 card. Still nothing I do not recommend and do not return to their store and all my entourage also to flee,0
"GOOD. But the cashier was borderline unkind with her automatic cash register. The cash register is delirious, I iron everything well and she comes to check again. She doesn't take the lock off either.",2
One star - One star is still too many!,1
"Good assortment, helpful people. Small walk to streetcar T2 stop. Helpful: at the exit you have a small workshop, where you can for example already cut pipes and beams to desired length so you can take them home easier 😉. Regularly go there now, and always amazed by how broad the offer is. Happy customer.",2
"Les encargas materiales de construccion, quedas un día y te cobran.por subirlo a casa. Pues no vienen ese día, vienen al siguiente y te lo quieren dejar en la calle.",0
"Several years ago, at the Decathlon store in Béziers, where I was exceptionally passing through, I fell for a €250 bike.",1
No le daría ni una estrella. Compre un depuradora monoblock tras varios minutos de funcionamiento se apaga. La llevo a Leroy Merlín al día siguiente y me dicen que me ponga en contacto con el servicio tecnico. Así que pierdes el dinero y no se hacen cargo del producto que me vendieron ellos.,0
"Very disappointed with leroy merlin for online orders, I wanted to cancel my order after 20 days of late delivery, item ordered on July 16, impossible their customer service never responded to mail, the worst is that they put my order as delivered when my order has never been delivered to date, no more leroy merlin online or store, all future orders will be made at Amazon had at least we have a customer service at the top",0
"A Troyes salesmen have nothing to ... - Between scam and incompetence, what to think?",0
"Sé por varias experiencias que la atención es pésima cuando la hay, pues lo normal es que sea inexistente, una vez pagas ya no existes.",0
"they've changed coils and spark plugs (one of them a different brand);and no improvement,always misfires and the car chokes.in 3 years,3 different garages,changing spark plugs and coils;I think it's easy to abuse an 80 year old.But the most beautiful thing about norauto is that they lost my registration card, claiming not to have had it in hand; the only one I felt sorry for was Bastien, and I thank him for that.c'est à norauto limoges beaubreuil",0
Ahora se que Leroy Merlin es la peor tienda de compra telefónica y online por lo menos en España.,1
"I bought a mailbox for 39€. When I unpacked it, it was all damaged. I took it back and bought another one (exactly the same but no longer on special offer so 10€ more).",0
Unpleasant reception - My review has been deleted. It's unbelievable that Trustpilot indulges in this kind of pettiness.,0
port of the mask - Auchan! I promise this story will go much further!,2
"I can finally pick up my delivery on Friday but I'm missing 2 of the 3 packages. An investigation will be carried out, great, I'm still waiting for my toilet...A HONEST and I weigh my words and of course no solution proposed. 1st purchase on Leroy Merlin.fr it will be the last",1
Unpleasant web ordering experience - I sent a message to Auchan on January 18. No reply.,0
no answers - Is there a manager in this Auchan store?,0
"It is also disturbing that they not only don't listen to customers with first hand experience, pointing out obvious flaws with their products, but they also want to resell these and they start to corner and push back on customers!",0
I wanted to buy on Friday 23... - No sense of customer service in this store... to be avoided!,0
"First (and last) order on this site. My order was cancelled without any explanation or email to let me know, probably because of a shortage. I find this rather average for an order where it was indicated that there was stock. In other words, I'm not about to order from this site again.",0
I'm not happy with the loyalty program. I accumulate a lot of purchases and don't get 1 euro off on anything! I'm thinking of going elsewhere,0
"3 weeks later I contacted the service again and was told:""""that the employee who created the file had not scanned the entire invoice"""" so I wasted 3 weeks without a phone. I asked if it was normal not to have a loan phone. apparently not, she should have offered me one (the work was definitely not done properly by this employee).""",0
Avoid Leroy Merlin Châteauroux - Radiator ordered on the partner company web page.,0
Valoracion de un trabajador de Leroy Merelin Cordoba - Received the radiator on time.,1
"""Incompetent staff who do not know their products or their stocks. 215 units available online only 120 on site including dzs damaged parts more than one trip to go for that...",0
New machine but already used - What do you advise me to do? Thank you in advance for your answers.,1
"The caller sees a message dated July 13 from his colleague, asking for a return and a commercial gesture.",1
GRAZIE... - Ordered a suspended toilet pack on 17/05. Delivery expected between 26/05 and 31/05.,1
Piece order - I'm going somewhere else where humans interface with humans.,1
Problemas pedido online - Appointment confirmed by phone and SMS the day before.,0
"The supermarket is huge and the choice vast. The cheese, fish and meat selection is excellent- the fruit and vegetables are not fresh enough and there arecway better places to supply on fresh produces",2
"Vehicle left for a simple service and Norauto Bourgoin Jallieu didn't put any oil in, so the engine was tightened, fault recognized and engine changed at the dealer, invoice paid by Norauto, except that it lasted 6 months and I had no compensation for moral prejudice, Norauto's sales department never worried about us and was beneath everything,",0
"Unluckily for me 2 orders on 2 different sites and none is correct, this is the upward trend unfortunately, I will stop ordering on the net since one time out of 2 there is a problem!!!!",0
"Great - Love their range of winter clothes, great quality, and the trainers are the most comfortable ever",2
"Appointment for tire change, a week later because apparently not possible to do it the same day. Day of the appointment we lost 1h30 because in the end they didn't have the right tires when someone had checked the size of the tires and the brand on the day of the appointment. They offered to put on other tires but much more expensive! 0 commercial gesture, 0 excuses we left with our car...really disappointed!",0
"Norauto dans le 37 - Joué les Tours - Following the purchase of a dog net, it was not suitable.",0
"Monday April 4, I take my car to my garage for a sensor problem. He detects a more serious problem: the two front tires are about to burst due to a misalignment. He advises me to rectify the problem quickly.",2
"I agree with the comments made by Internet users. Received a broken water collector. After contacting the after-sales service. I got (I'm sorry etc...). But after no news. Several emails sent in response. So I'll have to make do with my broken skimmer. Avoid auchan.fr. if you don't want to get ripped off. Fortunately, there are much more serious sites. I will never order from this site again",0
"A shop that has all you need for DIY projects, home deco etc Also a great showroom",2
En mi caso el problema lo tenia con una desbrozadora y una motosierra y en 10 minutos me resolvió con claridad lo que no fui capaz de encontrar en internet durante horas.,0
"Stores to avoid - Diagnosis at 20€ for a problem in the steering: balance triangle suspension to change, rod etc etc ... 600€",0
"After 1 month, nothing, I contact them telling me that 1 reference is missing on the 7 orders and it blocks...after 6 weeks, I ask them at least to send a part and I receive 2 blinds, the rest is supposedly misplaced by the carrier, but that it will happen....lol!",0
"So at Decathlon Grasse when you want well-sharpened and waxed skis, it's better to move on and go to a competitor who will do a much better job. And who won't have the arrogance to tell you that if it doesn't suit us, that there's a waxing kit 🤣🤣 or when I tell him that in a ski resort, it's much better to tell me to go.",1
The worst web site ever. - HONEST process...,0
Pesimos. Hago un pedido el cual me lo cobran y no aparece el pedido. No me Dan solución. Pero para cobrar bien q cobran. Es una vergüenza,0
"Very good store but should tidy up its shelves a bit better, especially the led ribbons!!!! That would avoid a lot of unpleasant surprises about prices!!!! For a ribbon we were supposed to pay 9.90 we paid 15.90!",2
"Es cierto que la manera del pago se podria agilizar, ya que te mandan un email para la confirmacion del producto/os que quieras comprar y el pago se hace mediante un enlace via sms ( redireccionado con pago con tarjeta a su banco).",1
"Null, archi null!!! - Firmado :",1
Norauto narbonne pour une vidange et 33 point de controle j'ai regonflé mon pneu en rentrant chez moi il n'y avait plus que 1 bar dans mon pneu arrière visible a l'oeil nu je me demande ce qui a vraiment ete fait sur la voiture j'ai envoyé un mail sans reponse terminer pour moi plus confiance en eux Mr pouchain,0
Price comparison after ... - He was right: Malvina X replies that Norauto is sorry but they've had an exceptional workload...,1
I'm leaving my car today at norauto... - He told me it was almost finished.,1
Unacceptable attitude Centre de Meaux - Unacceptable attitude Centre de Meaux: Absolutely avoid !!!!!!!,0
Excelente oferta de articulos en seccion de decoracion -,1
"After a bad experience at the store, I'm grateful for the quick and efficient reaction of the store manager. He knows how to listen to customers and find a perfectly satisfactory solution.",2
"Service Auchan.Fr archi nul , commande effectuée , perdue , après plusieurs relances , j'étais livré. ensuite une autre galère commence pour retourner un article , le produit est retourné et j'attend le remboursement depuis longtemps, à chaque fois il faut tout ré expliquer sans avoir ensuite une réponse satisfaisante..Auchau.fr sont archi nul dans la vente à distance",0
A pesar de estar cerrada la puerta se mueve tanto que si la forzamos se abre,1
Ok,1
Horrible - take over 05217174,0
"Knowing that this deposit cheque was wrongly debited from my account, I immediately called your Verquin store, but your accountant is unwell and won't be back for 48 hours.... """"I would like to inform you that we were waiting for this sum in order to finalize the payment for our outside tiling with another company, so that we could finally install it....""""."""".",0
Hello I just got out of Auchan... - Ordered two pieces of furniture on the website.,1
It's a shame that a company like Auchan doesn't even bother to respond to its customers. I've called customer service a dozen times in the morning and no one answers !!!! It's a disgrace.,0
"All the kitchen and bathroom adviser staff, Alexandrine in the lead, very attentive and professional. We really appreciated the support in the project. THANKS.",2
Poor! - A far cry from the advertised prices!,0
Spent 45 minutes in store browsing and choosing my items. Unable to use cash so had to put them back and leave empty handed. Any reason this company chooses not to allow cash transactions?,0
No compréis online. Nunca llegan los pedidos completos... y reclamar es misión imposible... pues te dicen que te enviarán un correo informando de lo que ha pasado pero nunca llega.,0
"""Game pre-ordered on 06/10 for a date... - IF THEY SHOULD """" ALSO """" OPEN THE AUTOMATIC CASES THEY SHOULD DO IT.""",1
"Despite my requests, Leroy Merlin did nothing to insist on Metabo, and did not reply to my emails. I'll just get my machine back dismantled and unusable.",0
NORAUTO DRANCY after buying a... - without them everything was fine before...,1
"Incompetent, dangerous and insulting - Incompetent, dangerous and insulting!",0
"I thought that with Auchan I wouldn't have any problems because they are a serious company, but what a disappointment! I'm calling my legal protection tomorrow so that they can intervene to find a quick solution! I was told again this evening that I'd be contacted within 72 hours, so next week... a set of garden furniture in October won't do me much good. I'm angry, a manager was supposed to call me on July 8 and I'm still waiting.... no respect either!",0
"¡¡NUNCA MAS!! - I don't recommend: arrived 3/4 weeks later (Madrid though), no news, complicated to return. Bad experience",0
I had an appointment at NORAUTO d'Epagny... - very competent both in the store and the workshop for blaye,2
Don't order online!!! - Completely passive customer service,0
Never place an order on... - We're dropped into it with no explanation...,0
Catastrophic after-sales service on bathroom - Catastrophic after-sales service on bathroom,0
"And now, today, 8 days later... huge surprise, Décathlon re-debits my account for the full amount of the order they cancelled 8 days ago.",0
"After 8 phone calls, several hours of waiting, each one telling me that in 48 hours the refund would be made ""trust me"", it took me 2 months to get the refund. And when I asked for a commercial gesture or compensation, they laughed in my ear. But really, they're laughing! """,0
"Never buy your kitchen at Leroy Merlin, especially the thermobonded fronts, which are very pretty when you first buy them, but come unstuck everywhere after 2 or 3 years, a disaster.",0
Una gran atención ... - And I'm not talking about the incompetence it takes to put a broken product back in stock!,0
"In response, I categorically refused to take the vehicle back and acknowledge their mistake, claiming that I had lost the clamps while driving (a curious response for a mechanic). Losing one is not normal, but losing them on both sides is even less so.",0
"For those tempted to buy this product, I strongly advise against it, at least if you live in the south.",0
"Very nice, very fast, we don't spend the morning there...",2
Deplorable customer service on the phone - They take people for less than nothing .,0
Déçu d'auchan leers - A fuir a fuir a fuir,1
"I bought 2 TRAZANO Z-107 165/70 R13 79 T T tires over the internet for my trailer. They arrived deformed with a persistent indentation in the tread and a corresponding crease on each side of the 2 sidewalls. Even 24 hours after unpacking, they hadn't regained their round shape. As I need my trailer, I reluctantly fitted them today anyway.",0
"Unpleasantly surprised - Better to order online from A***n: cheaper, free delivery and ... in stock!",0
"Nefasto. - We ordered custom swing doors. They arrived, but not to the right measurements. The store is turning a deaf ear.",0
"Ordered a golf shirt on the internet; when I got it back, the sleeve had a hole in it...didn't they see it when they put it in the locker? I'm told """"go and get one from the shelf...there aren't any...we'll order it for you! I ask for home delivery, because I'm sick of driving miles for nothing! Finally, 12 days later, it arrives: badly cut, sleeves too long, fabric too thin! So I'm still going to drive miles to bring it back and...get nothing! Raz le bol!""",0
